event_id,date,year,quarter,month,company_name,industry,region,country,company_size,total_workforce_before,headcount_cut,workforce_after,pct_workforce_cut,role_category,seniority_level,ai_exposure_score,stated_reason,ai_cited_as_reason,revenue_growth_yoy_pct,ai_capex_change_yoy_pct,stock_price_change_30d_pct,shifted_staff_to_ai_roles,source_type
LAYOFF-01104,21/03/2026,2026,Q1,March,KestrelPartners,Consumer Internet,North America,Mexico,"Enterprise (10,000+)",7751,199,7552,2.57,Product Management,Mid-Level (3-7 yrs),11,AI/Automation,Yes,10.1,59.5,-8.8,Yes,News Report
LAYOFF-01105,22/03/2026,2026,Q1,March,GraniteNetworks,Manufacturing,North America,Canada,"SMB (200-1,000)",994,13,981,1.33,Data Entry/Back Office,Mid-Level (3-7 yrs),87,Cost-Cutting,No,-6.9,48.1,-6.3,No,CEO Memo
LAYOFF-01106,22/03/2026,2026,Q1,March,TerraHoldings,Technology/Software,North America,Mexico,"Enterprise (10,000+)",90,5,85,3.84,Marketing,Senior (8-15 yrs),57,AI/Automation,Yes,-2.3,39.7,-10.8,No,News Report
LAYOFF-01107,22/03/2026,2026,Q1,March,ZenGroup,Retail/E-commerce,Middle East/Africa,South Africa,"Mid-Market (1,000-10,000)",3653,176,3477,4.84,Sales,Senior (8-15 yrs),27,AI/Automation,Yes,11.3,47,6.1,No,Earnings Call Transcript
LAYOFF-01108,23/03/2026,2026,Q1,March,MeridianGlobal,Consumer Internet,Latin America,Brazil,"SMB (200-1,000)",811,17,794,2.14,IT/Infrastructure,Mid-Level (3-7 yrs),60,Cost-Cutting,No,-17.1,27.5,-2.5,No,CEO Memo
LAYOFF-01109,23/03/2026,2026,Q1,March,CorTechnologies,Finance/Banking,North America,United States,"Mid-Market (1,000-10,000)",8489,1207,7282,14.23,Product Management,Senior (8-15 yrs),30,Cost-Cutting,No,2.9,16.7,-10.4,No,CEO Memo
LAYOFF-01110,23/03/2026,2026,Q1,March,ZenSolutions,Technology/Software,North America,United States,"SMB (200-1,000)",461,79,382,17.31,Consulting/Advisory,Mid-Level (3-7 yrs),24,AI/Automation,Yes,12,45.2,-0.4,Yes,CEO Memo
LAYOFF-01111,23/03/2026,2026,Q1,March,TerraNetworks,Finance/Banking,North America,Mexico,"Mid-Market (1,000-10,000)",163,5,158,1.4,IT/Infrastructure,Senior (8-15 yrs),44,Cost-Cutting,No,10.7,13.2,-7.5,No,Press Release
LAYOFF-01112,24/03/2026,2026,Q1,March,OnyxSolutions,Technology/Software,North America,Canada,Startup (<200),95439,7579,87860,7.94,Sales,Executive/Leadership,48,AI/Automation,Yes,22.2,18.1,-2.8,No,SEC Filing
LAYOFF-01113,24/03/2026,2026,Q1,March,CedarWorks,Technology/Software,Asia Pacific,China,"Enterprise (10,000+)",174791,16029,158762,9.17,Data Entry/Back Office,Senior (8-15 yrs),88,AI/Automation,Yes,22.2,77.8,-11.5,No,News Report
LAYOFF-01114,24/03/2026,2026,Q1,March,BriHoldings,Finance/Banking,Europe,France,"Enterprise (10,000+)",149561,11359,138202,7.59,Consulting/Advisory,Senior (8-15 yrs),34,AI/Automation,Yes,19.1,34.5,-8.1,No,WARN Notice
LAYOFF-01115,25/03/2026,2026,Q1,March,TerraGlobal,Energy,Asia Pacific,Australia,"Mid-Market (1,000-10,000)",3763,353,3410,9.39,Legal,Mid-Level (3-7 yrs),27,Market/Economic Conditions,No,25.3,25.8,9.1,No,News Report
LAYOFF-01116,25/03/2026,2026,Q1,March,JunoGroup,Consumer Internet,Europe,Netherlands,"Enterprise (10,000+)",41708,4910,36798,11.77,Customer Support,Mid-Level (3-7 yrs),98,AI/Automation,Yes,3.7,38,-2.3,No,News Report
LAYOFF-01117,26/03/2026,2026,Q1,March,OnyxGroup,Pharma/Chemicals,Europe,Netherlands,"SMB (200-1,000)",3834,402,3432,10.5,Legal,Mid-Level (3-7 yrs),40,AI/Automation,Yes,1.4,1.3,8.2,No,SEC Filing
LAYOFF-01118,26/03/2026,2026,Q1,March,CobaltCorp,Retail/E-commerce,North America,United States,"Mid-Market (1,000-10,000)",91451,1498,89953,1.64,HR/People Ops,Entry-Level (0-2 yrs),53,Merger/Acquisition,No,-5.6,6,-6.6,No,News Report
LAYOFF-01119,27/03/2026,2026,Q1,March,JunoTechnologies,Manufacturing,North America,Canada,"Enterprise (10,000+)",26964,2096,24868,7.77,Customer Support,Mid-Level (3-7 yrs),75,Cost-Cutting,No,-17.5,14.1,5.3,No,Earnings Call Transcript
LAYOFF-01120,01/04/2026,2026,Q2,April,NexTechnologies,Healthcare,Europe,Ireland,"Enterprise (10,000+)",3569,351,3218,9.85,Consulting/Advisory,Mid-Level (3-7 yrs),32,Cost-Cutting,No,-3.3,-0.4,-1.1,No,Earnings Call Transcript
LAYOFF-01121,01/04/2026,2026,Q2,April,JunoGlobal,Telecom,North America,Canada,"SMB (200-1,000)",101796,4209,97587,4.13,Customer Support,Senior (8-15 yrs),77,AI/Automation,Yes,12.9,72.7,-7.8,Yes,Press Release
LAYOFF-01122,01/04/2026,2026,Q2,April,PacePartners,Pharma/Chemicals,North America,Canada,"Mid-Market (1,000-10,000)",2074,24,2050,1.16,Finance/Accounting,Senior (8-15 yrs),42,Cost-Cutting,No,-1.2,-2.6,-4.5,No,Press Release
LAYOFF-01123,01/04/2026,2026,Q2,April,PaceWorks,Technology/Software,North America,Mexico,"Mid-Market (1,000-10,000)",2894,276,2618,9.56,Customer Support,Mid-Level (3-7 yrs),78,Cost-Cutting,No,-20.8,8.6,2.6,No,Earnings Call Transcript
LAYOFF-01124,02/04/2026,2026,Q2,April,SilverSystems,Consumer Internet,North America,Mexico,"Enterprise (10,000+)",1735,108,1627,6.24,Content/Creative,Mid-Level (3-7 yrs),71,AI/Automation,Yes,-9.1,8.3,-3,Yes,Press Release
LAYOFF-01125,02/04/2026,2026,Q2,April,JunoGroup,Consumer Internet,Europe,Germany,"Enterprise (10,000+)",41708,3057,38651,7.33,IT/Infrastructure,Mid-Level (3-7 yrs),42,Merger/Acquisition,No,13.4,23.3,5.8,Yes,Earnings Call Transcript
LAYOFF-01126,02/04/2026,2026,Q2,April,MeridianLabs,Media/Content,North America,Canada,"Mid-Market (1,000-10,000)",172226,7936,164290,4.61,Data Entry/Back Office,Entry-Level (0-2 yrs),95,Cost-Cutting,No,-2.7,17.2,-5,No,SEC Filing
LAYOFF-01127,02/04/2026,2026,Q2,April,BriSystems,Finance/Banking,North America,Canada,"SMB (200-1,000)",638,5,633,0.81,Marketing,Entry-Level (0-2 yrs),62,Market/Economic Conditions,No,-16.7,41.2,-6.6,No,WARN Notice
LAYOFF-01128,02/04/2026,2026,Q2,April,NexHoldings,Transportation/Logistics,Asia Pacific,Japan,"Mid-Market (1,000-10,000)",179458,6903,172555,3.85,Sales,Executive/Leadership,6,Overhiring Correction,No,18.6,-8.1,6.7,No,Press Release
LAYOFF-01129,02/04/2026,2026,Q2,April,FalconTechnologies,Retail/E-commerce,North America,United States,"Enterprise (10,000+)",105,7,98,6.81,Marketing,Entry-Level (0-2 yrs),64,AI/Automation,Yes,13.1,30.2,-2.1,No,News Report
LAYOFF-01130,03/04/2026,2026,Q2,April,KestrelHoldings,Media/Content,Europe,France,"Enterprise (10,000+)",9440,821,8619,8.7,Operations,Entry-Level (0-2 yrs),64,AI/Automation,Yes,28.3,33.9,-6,No,Earnings Call Transcript
LAYOFF-01131,05/04/2026,2026,Q2,April,JunoLabs,Transportation/Logistics,Asia Pacific,Japan,"Enterprise (10,000+)",182844,5082,177762,2.78,Manufacturing/Production,Mid-Level (3-7 yrs),48,AI/Automation,Yes,17.9,-20,20.8,No,SEC Filing
LAYOFF-01132,06/04/2026,2026,Q2,April,NovaDynamics,Technology/Software,Latin America,Argentina,"Enterprise (10,000+)",120753,3854,116899,3.19,Product Management,Executive/Leadership,32,AI/Automation,Yes,31.8,12,-2.2,Yes,SEC Filing
LAYOFF-01133,07/04/2026,2026,Q2,April,AstraGlobal,Finance/Banking,North America,Mexico,"Enterprise (10,000+)",7671,288,7383,3.76,IT/Infrastructure,Entry-Level (0-2 yrs),52,AI/Automation,Yes,16.7,25.7,0.4,No,CEO Memo
LAYOFF-01134,07/04/2026,2026,Q2,April,ZenNetworks,Consumer Internet,Europe,Netherlands,"SMB (200-1,000)",7824,108,7716,1.39,Marketing,Senior (8-15 yrs),55,AI/Automation,Yes,4.9,27.7,7.9,No,News Report
LAYOFF-01135,07/04/2026,2026,Q2,April,GraniteLabs,Technology/Software,North America,Mexico,"Enterprise (10,000+)",977,31,946,3.25,Content/Creative,Mid-Level (3-7 yrs),87,AI/Automation,Yes,16.5,35.5,6.9,Yes,Earnings Call Transcript
LAYOFF-01136,07/04/2026,2026,Q2,April,QuantSolutions,Technology/Software,Asia Pacific,India,"Enterprise (10,000+)",152445,10222,142223,6.71,Legal,Mid-Level (3-7 yrs),52,AI/Automation,Yes,-3.8,16.8,23.9,No,News Report
LAYOFF-01137,07/04/2026,2026,Q2,April,HarborPartners,Consulting/Professional Services,North America,Canada,"SMB (200-1,000)",1052,32,1020,3.05,Software Engineering,Mid-Level (3-7 yrs),75,Restructuring/Reorg,No,5.4,-17.4,-9,No,SEC Filing
LAYOFF-01138,07/04/2026,2026,Q2,April,LumIndustries,Technology/Software,North America,Mexico,"Mid-Market (1,000-10,000)",8473,2121,6352,25.04,IT/Infrastructure,Executive/Leadership,33,Restructuring/Reorg,No,-2.1,2.4,-5.4,No,News Report
LAYOFF-01139,07/04/2026,2026,Q2,April,KestrelGroup,Retail/E-commerce,North America,United States,"Enterprise (10,000+)",23943,408,23535,1.71,Software Engineering,Senior (8-15 yrs),60,AI/Automation,Yes,2.3,27.1,-1.7,No,CEO Memo
LAYOFF-01140,07/04/2026,2026,Q2,April,FalconLabs,Transportation/Logistics,North America,Canada,"Enterprise (10,000+)",163,14,149,8.63,Operations,Entry-Level (0-2 yrs),64,AI/Automation,Yes,-4.4,6.1,-6,No,News Report
LAYOFF-01141,07/04/2026,2026,Q2,April,ZenCorp,Technology/Software,North America,Canada,"Mid-Market (1,000-10,000)",674,47,627,7.08,Content/Creative,Mid-Level (3-7 yrs),64,AI/Automation,Yes,-0.2,28.2,6.8,Yes,Earnings Call Transcript
LAYOFF-01142,08/04/2026,2026,Q2,April,GraniteLabs,Technology/Software,North America,Canada,"Enterprise (10,000+)",977,22,955,2.26,Marketing,Senior (8-15 yrs),63,AI/Automation,Yes,24.4,40,5.5,Yes,News Report
LAYOFF-01143,08/04/2026,2026,Q2,April,OrbiGlobal,Technology/Software,North America,Mexico,Startup (<200),52283,4866,47417,9.31,Software Engineering,Entry-Level (0-2 yrs),67,Overhiring Correction,No,-20.6,16.3,-9,No,News Report
LAYOFF-01144,08/04/2026,2026,Q2,April,TerraCorp,Consumer Internet,Europe,Ireland,"Enterprise (10,000+)",4040,359,3681,8.89,Data Entry/Back Office,Entry-Level (0-2 yrs),96,AI/Automation,Yes,13.8,57.3,-5.1,No,CEO Memo
LAYOFF-01145,08/04/2026,2026,Q2,April,FalconCorp,Healthcare,North America,United States,"Enterprise (10,000+)",64,5,59,2.1,HR/People Ops,Mid-Level (3-7 yrs),48,AI/Automation,Yes,18.4,41.8,3,No,News Report
LAYOFF-01146,09/04/2026,2026,Q2,April,PaceIndustries,Healthcare,North America,Mexico,Startup (<200),580,32,548,5.54,Sales,Mid-Level (3-7 yrs),61,AI/Automation,Yes,14.9,52.9,1.4,No,CEO Memo
LAYOFF-01147,09/04/2026,2026,Q2,April,GraniteLabs,Technology/Software,North America,Canada,"Enterprise (10,000+)",977,13,964,1.4,Data Entry/Back Office,Mid-Level (3-7 yrs),83,AI/Automation,Yes,-0.4,7.1,17.5,No,Press Release
LAYOFF-01148,09/04/2026,2026,Q2,April,AstraLabs,Healthcare,Asia Pacific,Australia,Startup (<200),186915,6954,179961,3.72,Operations,Senior (8-15 yrs),44,AI/Automation,Yes,14.8,64.6,-0.9,No,SEC Filing
LAYOFF-01149,09/04/2026,2026,Q2,April,BriIndustries,Technology/Software,Asia Pacific,Japan,"Mid-Market (1,000-10,000)",90936,2829,88107,3.11,Operations,Entry-Level (0-2 yrs),50,AI/Automation,Yes,23.2,9,2.6,No,News Report
LAYOFF-01150,09/04/2026,2026,Q2,April,HelioNetworks,Retail/E-commerce,Asia Pacific,India,Startup (<200),186635,7768,178867,4.16,Manufacturing/Production,Senior (8-15 yrs),28,Restructuring/Reorg,No,1.3,33,2.1,No,SEC Filing
LAYOFF-01151,09/04/2026,2026,Q2,April,HarborNetworks,Consumer Internet,Latin America,Argentina,"Mid-Market (1,000-10,000)",206780,4862,201918,2.35,Consulting/Advisory,Mid-Level (3-7 yrs),53,AI/Automation,Yes,24.2,49.8,5.8,No,News Report
LAYOFF-01152,10/04/2026,2026,Q2,April,PaceGlobal,Technology/Software,Latin America,Brazil,"SMB (200-1,000)",30356,3850,26506,12.68,Customer Support,Senior (8-15 yrs),75,AI/Automation,Yes,-6.5,41.5,-14.8,No,Earnings Call Transcript
LAYOFF-01153,10/04/2026,2026,Q2,April,QuantIndustries,Pharma/Chemicals,Asia Pacific,Japan,"Enterprise (10,000+)",120,7,113,6.03,IT/Infrastructure,Senior (8-15 yrs),41,AI/Automation,Yes,-1,-9.9,5.2,No,News Report
LAYOFF-01154,10/04/2026,2026,Q2,April,FalconSolutions,Technology/Software,North America,Canada,"Mid-Market (1,000-10,000)",137818,11015,126803,7.99,Data Entry/Back Office,Senior (8-15 yrs),69,Cost-Cutting,No,-3.1,23.6,-1.6,No,CEO Memo
LAYOFF-01155,10/04/2026,2026,Q2,April,TerraHoldings,Technology/Software,North America,United States,"Enterprise (10,000+)",90,9,81,10.2,Consulting/Advisory,Mid-Level (3-7 yrs),41,AI/Automation,Yes,-7.3,15.3,14.1,No,CEO Memo
LAYOFF-01156,10/04/2026,2026,Q2,April,VorCorp,Manufacturing,Asia Pacific,Singapore,"Mid-Market (1,000-10,000)",550,8,542,1.52,Marketing,Entry-Level (0-2 yrs),58,AI/Automation,Yes,13.9,73.3,-0.5,No,SEC Filing
LAYOFF-01157,11/04/2026,2026,Q2,April,OrbiHoldings,Technology/Software,North America,Canada,Startup (<200),72032,17479,54553,24.27,Consulting/Advisory,Entry-Level (0-2 yrs),61,AI/Automation,Yes,18.6,43,-1.4,Yes,WARN Notice
LAYOFF-01158,12/04/2026,2026,Q2,April,HelioCorp,Telecom,Middle East/Africa,Saudi Arabia,Startup (<200),6930,233,6697,3.37,HR/People Ops,Mid-Level (3-7 yrs),45,Cost-Cutting,No,-7.4,-20,-2.4,No,SEC Filing
LAYOFF-01159,12/04/2026,2026,Q2,April,CedarGroup,Energy,North America,United States,"Enterprise (10,000+)",992,100,892,10.12,Data Entry/Back Office,Mid-Level (3-7 yrs),98,Market/Economic Conditions,No,-17.2,18.3,6.5,No,Press Release
LAYOFF-01160,13/04/2026,2026,Q2,April,QuantWorks,Manufacturing,Middle East/Africa,UAE,"Mid-Market (1,000-10,000)",73,7,66,10.86,Finance/Accounting,Entry-Level (0-2 yrs),99,Overhiring Correction,No,8.4,29,-7.3,No,News Report
LAYOFF-01161,13/04/2026,2026,Q2,April,GraniteLabs,Technology/Software,North America,Canada,"Enterprise (10,000+)",977,35,942,3.68,Product Management,Mid-Level (3-7 yrs),31,Cost-Cutting,No,8.2,-0.1,-3.5,No,Press Release
LAYOFF-01162,14/04/2026,2026,Q2,April,LumSystems,Healthcare,Asia Pacific,China,"Enterprise (10,000+)",19424,214,19210,1.1,Customer Support,Mid-Level (3-7 yrs),75,AI/Automation,Yes,1.5,38.4,10.6,No,Earnings Call Transcript
LAYOFF-01163,15/04/2026,2026,Q2,April,HarborCorp,Manufacturing,Latin America,Argentina,"Enterprise (10,000+)",4099,462,3637,11.28,Data Entry/Back Office,Entry-Level (0-2 yrs),99,AI/Automation,Yes,8.5,12.7,-1.7,Yes,CEO Memo
LAYOFF-01164,15/04/2026,2026,Q2,April,CorTechnologies,Finance/Banking,North America,United States,"Mid-Market (1,000-10,000)",8489,817,7672,9.63,Content/Creative,Mid-Level (3-7 yrs),55,Merger/Acquisition,No,-0.5,37.6,-9.6,No,News Report
LAYOFF-01165,15/04/2026,2026,Q2,April,ZenDynamics,Technology/Software,Asia Pacific,India,"Enterprise (10,000+)",311,28,283,9.15,Product Management,Mid-Level (3-7 yrs),56,AI/Automation,Yes,16.7,21.7,-19.2,No,SEC Filing
LAYOFF-01166,15/04/2026,2026,Q2,April,CedarLabs,Consumer Internet,North America,Canada,"SMB (200-1,000)",66771,8769,58002,13.13,Operations,Entry-Level (0-2 yrs),32,Cost-Cutting,No,-6.4,7,-6.8,No,News Report
LAYOFF-01167,16/04/2026,2026,Q2,April,CobaltDynamics,Consulting/Professional Services,Latin America,Argentina,"Enterprise (10,000+)",125,8,117,6.89,Manufacturing/Production,Executive/Leadership,2,AI/Automation,Yes,-3.4,21.3,-4.5,No,SEC Filing
LAYOFF-01168,16/04/2026,2026,Q2,April,AstraDynamics,Retail/E-commerce,Europe,United Kingdom,"Mid-Market (1,000-10,000)",156312,13734,142578,8.79,HR/People Ops,Executive/Leadership,11,Restructuring/Reorg,No,3.2,19,12.1,No,News Report
LAYOFF-01169,17/04/2026,2026,Q2,April,KestrelGlobal,Transportation/Logistics,Latin America,Brazil,"Enterprise (10,000+)",79254,4679,74575,5.9,Customer Support,Executive/Leadership,74,AI/Automation,Yes,18.9,24.8,3.9,No,Earnings Call Transcript
LAYOFF-01170,17/04/2026,2026,Q2,April,SilverHoldings,Telecom,Europe,Netherlands,"Mid-Market (1,000-10,000)",170234,24765,145469,14.55,Operations,Mid-Level (3-7 yrs),67,Restructuring/Reorg,No,0.5,31.4,11.2,No,Earnings Call Transcript
LAYOFF-01171,18/04/2026,2026,Q2,April,TerraPartners,Retail/E-commerce,Middle East/Africa,South Africa,Startup (<200),81194,6252,74942,7.7,Software Engineering,Mid-Level (3-7 yrs),49,Restructuring/Reorg,No,-33.3,11.9,3.6,No,Press Release
LAYOFF-01172,18/04/2026,2026,Q2,April,HelioWorks,Consumer Internet,Europe,Ireland,"Mid-Market (1,000-10,000)",439,16,423,3.72,Consulting/Advisory,Mid-Level (3-7 yrs),33,AI/Automation,Yes,15.8,31.2,-1.9,No,Press Release
LAYOFF-01173,19/04/2026,2026,Q2,April,PaceSolutions,Pharma/Chemicals,North America,Mexico,"Mid-Market (1,000-10,000)",8924,730,8194,8.18,Sales,Mid-Level (3-7 yrs),52,Restructuring/Reorg,No,-22.9,-13.2,6.5,No,CEO Memo
LAYOFF-01174,19/04/2026,2026,Q2,April,QuantCorp,Technology/Software,Asia Pacific,India,"Mid-Market (1,000-10,000)",1412,102,1310,7.23,Software Engineering,Entry-Level (0-2 yrs),45,Other,No,3.1,-1.5,10.9,No,Press Release
LAYOFF-01175,19/04/2026,2026,Q2,April,KestrelGroup,Retail/E-commerce,North America,Canada,"Enterprise (10,000+)",23943,888,23055,3.71,Content/Creative,Senior (8-15 yrs),47,AI/Automation,Yes,12,11.7,16.3,No,CEO Memo
LAYOFF-01176,20/04/2026,2026,Q2,April,OrbiSystems,Media/Content,Asia Pacific,China,"SMB (200-1,000)",9526,318,9208,3.34,IT/Infrastructure,Executive/Leadership,40,Restructuring/Reorg,No,24.9,-17,1.5,No,Earnings Call Transcript
LAYOFF-01177,20/04/2026,2026,Q2,April,IonixGlobal,Technology/Software,Europe,France,"Mid-Market (1,000-10,000)",6321,185,6136,2.94,Legal,Senior (8-15 yrs),34,AI/Automation,Yes,-6.5,46.3,4.1,Yes,CEO Memo
LAYOFF-01178,21/04/2026,2026,Q2,April,GraniteHoldings,Finance/Banking,North America,Mexico,Startup (<200),165364,11684,153680,7.07,Sales,Entry-Level (0-2 yrs),51,AI/Automation,Yes,26.7,63.2,4.2,No,Earnings Call Transcript
LAYOFF-01179,21/04/2026,2026,Q2,April,CobaltGlobal,Consumer Internet,North America,United States,"Enterprise (10,000+)",128,7,121,5.76,Consulting/Advisory,Entry-Level (0-2 yrs),51,AI/Automation,Yes,22.4,32.1,-4.9,Yes,Earnings Call Transcript
LAYOFF-01180,21/04/2026,2026,Q2,April,HarborIndustries,Finance/Banking,North America,Canada,"Mid-Market (1,000-10,000)",81044,9864,71180,12.17,HR/People Ops,Mid-Level (3-7 yrs),37,Overhiring Correction,No,16.6,-11.2,-2.5,No,News Report
LAYOFF-01181,21/04/2026,2026,Q2,April,TerraPartners,Retail/E-commerce,Middle East/Africa,South Africa,Startup (<200),81194,1270,79924,1.56,Software Engineering,Mid-Level (3-7 yrs),42,Market/Economic Conditions,No,7.2,28,2,No,SEC Filing
LAYOFF-01182,22/04/2026,2026,Q2,April,KestrelNetworks,Consulting/Professional Services,Latin America,Argentina,"Enterprise (10,000+)",119615,5418,114197,4.53,Sales,Mid-Level (3-7 yrs),43,Cost-Cutting,No,18.2,1.5,-3.4,Yes,SEC Filing
LAYOFF-01183,22/04/2026,2026,Q2,April,CobaltCorp,Retail/E-commerce,North America,United States,"Mid-Market (1,000-10,000)",91451,15382,76069,16.82,Software Engineering,Entry-Level (0-2 yrs),40,Cost-Cutting,No,-25.1,14,-9.9,No,News Report
LAYOFF-01184,22/04/2026,2026,Q2,April,OnyxLabs,Consumer Internet,Europe,France,"Enterprise (10,000+)",2304,88,2216,3.84,IT/Infrastructure,Senior (8-15 yrs),31,AI/Automation,Yes,44.8,32.6,-2,No,Earnings Call Transcript
LAYOFF-01185,22/04/2026,2026,Q2,April,PaceDynamics,Finance/Banking,Europe,United Kingdom,"Mid-Market (1,000-10,000)",2650,147,2503,5.57,Content/Creative,Entry-Level (0-2 yrs),93,Cost-Cutting,No,-6.1,3.2,6.5,No,News Report
LAYOFF-01186,22/04/2026,2026,Q2,April,QuantDynamics,Media/Content,North America,United States,"Mid-Market (1,000-10,000)",65173,4700,60473,7.21,Data Entry/Back Office,Entry-Level (0-2 yrs),82,AI/Automation,Yes,29.4,23.2,12.7,No,News Report
LAYOFF-01187,23/04/2026,2026,Q2,April,CobaltGlobal,Consumer Internet,North America,United States,"Enterprise (10,000+)",128,14,114,11.13,Product Management,Entry-Level (0-2 yrs),46,AI/Automation,Yes,21.3,-12.7,-0.6,Yes,Earnings Call Transcript
LAYOFF-01188,23/04/2026,2026,Q2,April,DeltaLabs,Consumer Internet,Asia Pacific,China,"Enterprise (10,000+)",908,84,824,9.29,Sales,Senior (8-15 yrs),35,AI/Automation,Yes,14.2,38.2,3.4,Yes,News Report
LAYOFF-01189,23/04/2026,2026,Q2,April,CobaltCorp,Retail/E-commerce,North America,Mexico,"Mid-Market (1,000-10,000)",91451,21314,70137,23.31,Marketing,Entry-Level (0-2 yrs),78,AI/Automation,Yes,4.7,43.2,-2.3,No,News Report
LAYOFF-01190,23/04/2026,2026,Q2,April,MeridianGlobal,Consumer Internet,Latin America,Chile,"SMB (200-1,000)",811,67,744,8.3,HR/People Ops,Entry-Level (0-2 yrs),49,AI/Automation,Yes,-5.8,29.3,12.1,No,News Report
LAYOFF-01191,23/04/2026,2026,Q2,April,TerraHoldings,Technology/Software,North America,Canada,"Enterprise (10,000+)",90,9,81,10.42,IT/Infrastructure,Mid-Level (3-7 yrs),45,Other,No,12,-19.6,-11.4,No,News Report
LAYOFF-01192,23/04/2026,2026,Q2,April,DeltaCorp,Consulting/Professional Services,North America,United States,"Enterprise (10,000+)",270,28,242,10.44,Product Management,Executive/Leadership,40,AI/Automation,Yes,38,58.7,1.7,No,Earnings Call Transcript
LAYOFF-01193,24/04/2026,2026,Q2,April,GraniteNetworks,Manufacturing,North America,United States,"SMB (200-1,000)",994,44,950,4.52,Content/Creative,Executive/Leadership,43,AI/Automation,Yes,14.8,33.3,12,No,News Report
LAYOFF-01194,24/04/2026,2026,Q2,April,MeridianPartners,Finance/Banking,Asia Pacific,Japan,"Mid-Market (1,000-10,000)",417,51,366,12.29,Software Engineering,Senior (8-15 yrs),45,Overhiring Correction,No,4,-20,-9.2,No,Press Release
LAYOFF-01195,24/04/2026,2026,Q2,April,CedarGroup,Energy,North America,United States,"Enterprise (10,000+)",992,67,925,6.84,Legal,Mid-Level (3-7 yrs),48,AI/Automation,Yes,13.5,44,-6.4,No,News Report
LAYOFF-01196,24/04/2026,2026,Q2,April,CobaltNetworks,Consulting/Professional Services,North America,United States,"Enterprise (10,000+)",6319,549,5770,8.69,Content/Creative,Mid-Level (3-7 yrs),46,AI/Automation,Yes,21.3,-7.8,-0.3,No,Press Release
LAYOFF-01197,25/04/2026,2026,Q2,April,CobaltGlobal,Consumer Internet,North America,Canada,"Enterprise (10,000+)",128,11,117,9.28,Consulting/Advisory,Senior (8-15 yrs),57,AI/Automation,Yes,10.5,32.4,-6.1,No,News Report
LAYOFF-01198,26/04/2026,2026,Q2,April,CorSolutions,Finance/Banking,Europe,Germany,"Mid-Market (1,000-10,000)",3462,651,2811,18.83,Marketing,Mid-Level (3-7 yrs),76,AI/Automation,Yes,22.5,30.9,1.2,No,CEO Memo
LAYOFF-01199,27/04/2026,2026,Q2,April,HelioSystems,Technology/Software,North America,Canada,"Mid-Market (1,000-10,000)",840,25,815,3.05,Customer Support,Mid-Level (3-7 yrs),95,AI/Automation,Yes,3.6,59.7,4,No,News Report
LAYOFF-01200,27/04/2026,2026,Q2,April,AstraSolutions,Consulting/Professional Services,North America,United States,"Enterprise (10,000+)",156,15,141,9.71,Operations,Entry-Level (0-2 yrs),52,Cost-Cutting,No,1.7,-8.3,0.2,No,Earnings Call Transcript
LAYOFF-01201,27/04/2026,2026,Q2,April,GraniteLabs,Technology/Software,North America,Canada,"Enterprise (10,000+)",977,145,832,14.91,Legal,Entry-Level (0-2 yrs),61,AI/Automation,Yes,17.6,31.4,7.8,No,Press Release
LAYOFF-01202,27/04/2026,2026,Q2,April,CorWorks,Technology/Software,North America,United States,"Enterprise (10,000+)",2711,511,2200,18.86,Content/Creative,Entry-Level (0-2 yrs),57,AI/Automation,Yes,26.2,43,-1.6,Yes,Press Release
LAYOFF-01203,01/05/2026,2026,Q2,May,BriSolutions,Pharma/Chemicals,North America,United States,Startup (<200),83756,4631,79125,5.53,Data Entry/Back Office,Executive/Leadership,67,Market/Economic Conditions,No,-9.5,-7.4,6.1,No,CEO Memo
LAYOFF-01204,01/05/2026,2026,Q2,May,QuantSolutions,Technology/Software,Asia Pacific,Japan,"Enterprise (10,000+)",152445,15460,136985,10.14,Marketing,Executive/Leadership,37,AI/Automation,Yes,30.9,38.8,-5.6,Yes,Press Release
LAYOFF-01205,01/05/2026,2026,Q2,May,AstraGlobal,Finance/Banking,North America,Canada,"Enterprise (10,000+)",7671,104,7567,1.36,Sales,Entry-Level (0-2 yrs),61,Cost-Cutting,No,15.8,-6.8,15.1,No,News Report
LAYOFF-01206,01/05/2026,2026,Q2,May,TerraCorp,Consumer Internet,Europe,France,"Enterprise (10,000+)",4040,227,3813,5.63,Legal,Entry-Level (0-2 yrs),48,AI/Automation,Yes,17.9,-1.3,-4.3,No,News Report
LAYOFF-01207,01/05/2026,2026,Q2,May,SilverLabs,Telecom,North America,United States,"Enterprise (10,000+)",130722,7229,123493,5.53,Legal,Senior (8-15 yrs),38,AI/Automation,Yes,11.6,7.1,-12.3,Yes,Earnings Call Transcript
LAYOFF-01208,02/05/2026,2026,Q2,May,HelioSystems,Technology/Software,North America,Canada,"Mid-Market (1,000-10,000)",840,28,812,3.43,Finance/Accounting,Entry-Level (0-2 yrs),68,AI/Automation,Yes,15.4,19.2,-2.3,No,Press Release
LAYOFF-01209,02/05/2026,2026,Q2,May,LumIndustries,Technology/Software,North America,Canada,"Mid-Market (1,000-10,000)",8473,167,8306,1.98,Software Engineering,Entry-Level (0-2 yrs),82,AI/Automation,Yes,11.4,40,-2.3,No,CEO Memo
